summary_x,gameId,gameDate,away,home,awayOdds,homeOdds,date,status,details.seasonType,details.season,details.conferenceGame,details.divisionGame,teams.away.team,teams.away.conference,teams.home.team,teams.home.conference,teams.home.division,venue.name,venue.neutralSite,venue.city,venue.state,scoreboard.score.away,scoreboard.score.home,teams.away.division,scoreboard.score._id,venue.country,week,home_pregame_elo,home_postgame_elo,away_pregame_elo,away_postgame_elo,home_division,away_division,completed,home.offense.plays,home.offense.drives,home.offense.ppa,home.offense.totalPPA,home.offense.successRate,home.offense.explosiveness,home.offense.powerSuccess,home.offense.stuffRate,home.offense.lineYards,home.offense.lineYardsTotal,home.offense.secondLevelYards,home.offense.secondLevelYardsTotal,home.offense.openFieldYards,home.offense.openFieldYardsTotal,home.offense.standardDowns.ppa,home.offense.standardDowns.successRate,home.offense.standardDowns.explosiveness,home.offense.passingDowns.ppa,home.offense.passingDowns.successRate,home.offense.passingDowns.explosiveness,home.offense.rushingPlays.ppa,home.offense.rushingPlays.totalPPA,home.offense.rushingPlays.successRate,home.offense.rushingPlays.explosiveness,home.offense.passingPlays.ppa,home.offense.passingPlays.totalPPA,home.offense.passingPlays.successRate,home.offense.passingPlays.explosiveness,home.defense.plays,home.defense.drives,home.defense.ppa,home.defense.totalPPA,home.defense.successRate,home.defense.explosiveness,home.defense.powerSuccess,home.defense.stuffRate,home.defense.lineYards,home.defense.lineYardsTotal,home.defense.secondLevelYards,home.defense.secondLevelYardsTotal,home.defense.openFieldYards,home.defense.openFieldYardsTotal,home.defense.standardDowns.ppa,home.defense.standardDowns.successRate,home.defense.standardDowns.explosiveness,home.defense.passingDowns.ppa,home.defense.passingDowns.successRate,home.defense.passingDowns.explosiveness,home.defense.rushingPlays.ppa,home.defense.rushingPlays.totalPPA,home.defense.rushingPlays.successRate,home.defense.rushingPlays.explosiveness,home.defense.passingPlays.ppa,home.defense.passingPlays.totalPPA,home.defense.passingPlays.successRate,home.defense.passingPlays.explosiveness,away.offense.plays,away.offense.drives,away.offense.ppa,away.offense.totalPPA,away.offense.successRate,away.offense.explosiveness,away.offense.powerSuccess,away.offense.stuffRate,away.offense.lineYards,away.offense.lineYardsTotal,away.offense.secondLevelYards,away.offense.secondLevelYardsTotal,away.offense.openFieldYards,away.offense.openFieldYardsTotal,away.offense.standardDowns.ppa,away.offense.standardDowns.successRate,away.offense.standardDowns.explosiveness,away.offense.passingDowns.ppa,away.offense.passingDowns.successRate,away.offense.passingDowns.explosiveness,away.offense.rushingPlays.ppa,away.offense.rushingPlays.totalPPA,away.offense.rushingPlays.successRate,away.offense.rushingPlays.explosiveness,away.offense.passingPlays.ppa,away.offense.passingPlays.totalPPA,away.offense.passingPlays.successRate,away.offense.passingPlays.explosiveness,away.defense.plays,away.defense.drives,away.defense.ppa,away.defense.totalPPA,away.defense.successRate,away.defense.explosiveness,away.defense.powerSuccess,away.defense.stuffRate,away.defense.lineYards,away.defense.lineYardsTotal,away.defense.secondLevelYards,away.defense.secondLevelYardsTotal,away.defense.openFieldYards,away.defense.openFieldYardsTotal,away.defense.standardDowns.ppa,away.defense.standardDowns.successRate,away.defense.standardDowns.explosiveness,away.defense.passingDowns.ppa,away.defense.passingDowns.successRate,away.defense.passingDowns.explosiveness,away.defense.rushingPlays.ppa,away.defense.rushingPlays.totalPPA,away.defense.rushingPlays.successRate,away.defense.rushingPlays.explosiveness,away.defense.passingPlays.ppa,away.defense.passingPlays.totalPPA,away.defense.passingPlays.successRate,away.defense.passingPlays.explosiveness,away_cover
2020-Florida International @ Western Kentucky,244166,2020-11-21T19:00:00.000Z,9.5,-9.5,-110,-110,2020-11-15T19:52:45.546Z,final,regular,2020,TRUE,TRUE,Florida International,Conference USA,Western Kentucky,Conference USA,East,L.T. Smith Stadium,FALSE,Bowling Green,KY,21,38,East,,,12,,,,,,,,67.4,11.2,0.044433249,2.968259089,0.397064773,1.065110964,0.827272727,0.199176145,2.897034466,83.2,0.961020928,28.8,0.368816057,11.6,-0.008344504,0.457264362,0.880417566,0.125622511,0.274035584,1.566341366,0.110153654,2.676423826,0.41557055,0.942432656,0.008709111,0.291835263,0.384446036,1.148154785,61.4,11,0.106484602,6.88773593,0.386160548,1.220583058,0.730952381,0.158893337,3.01665208,106.8,0.994544206,35,1.594398806,54.4,0.093443354,0.446906146,1.065471909,0.137499729,0.270223781,1.665591507,0.158853999,5.641728736,0.409150738,1.071935544,0.011753111,1.246007193,0.350124669,1.463669576,65,12.6,0.145893165,8.84786926,0.388170955,1.275021605,0.76,0.151377416,3.185158583,100,1.010985222,31.4,2.104242137,65.6,0.107208025,0.436018277,1.131455462,0.219483504,0.295524475,1.660940785,0.234144691,7.043879173,0.402921561,1.21638333,0.027136728,1.748028113,0.343178695,1.380984541,77.4,12.8,0.21690819,16.30826532,0.424828089,1.291247877,0.654978355,0.23941815,2.601287157,112.8,1.201412891,51.6,1.741276332,76,-0.003807302,0.433795142,0.946116273,0.636503648,0.38919367,2.126031444,0.156302566,6.94594563,0.418807305,1.121994347,0.26027335,9.159641943,0.39487209,1.654488546,FALSE
2020-UTSA @ Southern Mississippi,244085,2020-11-21T20:00:00.000Z,-8,8,-110,-110,2020-11-15T20:02:12.978Z,final,regular,2020,TRUE,TRUE,UTSA,Conference USA,Southern Mississippi,Conference USA,West,M. M. Roberts Stadium,FALSE,Hattiesburg,MS,23,20,West,,,12,,,,,,,,60.8,11.2,0.130306425,9.267530302,0.422117689,1.182922063,0.567857143,0.159478785,3.094939305,106.6,1.190182971,41.2,1.298602466,43.2,0.108666287,0.473705219,1.109549443,0.189051867,0.32131579,1.406708219,0.187137488,6.986802751,0.450759544,1.001369756,0.047114128,2.280727553,0.382475767,1.445127951,73,10.8,0.250150978,18.05515993,0.452518576,1.279428544,0.677272727,0.185055048,3.051289205,118.2,0.913588883,34.6,1.004163534,35.8,0.115211448,0.474609415,0.9869648,0.579619667,0.394527623,2.147954236,0.13009989,4.521393801,0.430698174,0.962466591,0.459886405,13.53376613,0.502983085,1.593193726,75,14,0.14658637,11.69429393,0.39036385,1.284498095,0.743333333,0.191966586,2.956990338,121.8,1.129028583,46.8,2.071958535,89,0.080285644,0.42651638,1.056353743,0.277362133,0.316422287,2.047499463,0.158041522,7.535527813,0.371161433,1.244459669,0.133483965,4.158766114,0.413445053,1.272541676,69,13.6,0.133203255,9.905500298,0.407159326,1.100840385,0.8,0.248575473,2.620036451,82.2,1.136209514,36.8,1.434549048,50.8,0.013723582,0.44115761,0.93572452,0.365036895,0.329357811,1.642224768,0.078134688,2.665609542,0.423414077,0.93581823,0.210925158,7.239890755,0.396371981,1.290814579,FALSE
2020-Cincinnati @ UCF,244120,2020-11-21T20:30:00.000Z,-4,4,-110,-110,2020-11-15T19:47:29.872Z,final,regular,2020,TRUE,TRUE,Cincinnati,AAC,UCF,AAC,East,Bounce House,FALSE,Orlando,FL,36,33,East,,,12,,,,,,,,88.8,13.6,0.357773727,32.04723188,0.49401294,1.312481288,0.84984127,0.188145933,2.972971624,133.4,1.079177299,47.6,1.740923711,74.8,0.250454447,0.521529414,1.071647052,0.642257057,0.420574463,2.10757461,0.202715149,9.60228013,0.493456273,0.957891768,0.513332505,22.78260138,0.479850882,1.78211509,76.8,13.8,0.207906472,16.42104975,0.464638407,1.198703339,0.6,0.201048419,2.975982702,115.6,1.240568955,48.2,0.893909564,35.4,0.092623214,0.492210127,0.920984805,0.464113837,0.399735989,2.020388209,0.094426284,3.275597722,0.475367056,0.760204913,0.35672723,13.52769935,0.452613289,1.770538434,73.6,12.4,0.218556553,15.04049012,0.451296703,1.262487199,0.625,0.170972454,3.26852176,138.8,1.396357826,60,1.890999159,73.4,0.214975962,0.504114631,1.176929057,0.209248733,0.3248779,1.631701249,0.297401933,12.42267184,0.481070744,1.2244694,0.098108301,2.797461757,0.404455406,1.394306763,71.6,13,-0.002034297,0.546270246,0.338498455,1.219506995,0.613333333,0.265897851,2.205055386,77.4,0.936212192,32,1.1114165,39.4,-0.134107194,0.359290385,0.897900337,0.21239786,0.305721501,1.827837888,-0.025407089,-0.399904806,0.351488482,0.921170591,0.042392441,0.514821422,0.308991084,1.682992157,FALSE
2020-Georgia State @ South Alabama,244158,2020-11-21T21:00:00.000Z,-1,1,-110,-110,2020-11-15T20:24:45.486Z,final,regular,2020,TRUE,FALSE,Georgia State,Sun Belt,South Alabama,Sun Belt,West,Hancock Whitney Stadium,FALSE,Mobile,AL,31,14,East,,,12,,,,,,,,68.8,11.4,0.050050636,3.947141019,0.356371848,1.242024039,0.593333333,0.250944317,2.382047821,82.8,0.96498748,32.2,0.719560946,23.6,-0.086141648,0.423823529,0.940996214,0.271242109,0.242857143,2.122067538,-0.053266049,-1.612488163,0.360250615,0.901335582,0.160878732,5.559629183,0.354267399,1.582483877,64.2,11.4,0.264881099,17.24206459,0.469800686,1.184566587,0.473333333,0.169857555,3.206190669,115.4,1.123591042,41.4,1.721277528,62,0.213683065,0.531729964,0.993410895,0.365106619,0.288043866,1.976250261,0.143532603,5.670713021,0.469335169,0.885966699,0.412088996,11.57135157,0.473968285,1.487266414,69.2,13,0.123418923,10.9730974,0.373201256,1.322539237,0.58,0.224860593,2.742087486,109.8,0.994131355,39.4,1.352344376,56.4,0.000916342,0.40942638,1.028905515,0.312237544,0.284934786,2.008053097,0.100041706,4.54920658,0.389890269,1.104868937,0.157308536,6.423890822,0.354461236,1.671359787,76.2,13.6,0.242080547,18.52378093,0.458259811,1.323923685,0.645,0.239588719,2.695040202,86.6,1.043400634,34.8,1.224850621,42,0.108101367,0.449194343,1.187782901,0.568875559,0.485197811,1.649728161,-0.054899658,-1.820006457,0.392877898,0.577881313,0.46421548,20.34378739,0.503734629,1.677721875,TRUE
2020-Middle Tennessee @ Troy,247131,2020-11-21T20:30:00.000Z,12,-12,-110,-110,2020-11-15T20:24:44.683Z,final,regular,2020,FALSE,FALSE,Middle Tennessee,Conference USA,Troy,Sun Belt,East,Veterans Memorial Stadium,FALSE,Troy,AL,20,17,East,,,12,,,,,,,,66.8,12.2,0.051808709,5.713762809,0.371465539,0.985680417,0.67,0.191714168,2.88274882,87.6,0.854177195,28,0.979287379,30.8,0.00569384,0.433419333,0.790430173,0.185614731,0.258405229,2.144753834,0.053838365,4.16654109,0.393602476,0.932884232,0.034659819,1.547221718,0.358091821,1.01594634,73.6,12,0.200156686,15.34701207,0.469111215,1.128395822,0.766666667,0.191462502,2.97050503,119.8,1.047699579,43.2,1.227458409,54.2,0.118462846,0.506953878,0.993417346,0.405965519,0.368334628,1.579463146,0.104888603,5.569333959,0.445250261,0.945915422,0.229586569,10.11435796,0.503070841,1.188302111,64.4,11.8,0.085165755,6.722794825,0.418023786,1.017141227,0.45,0.193368707,2.542620367,78.8,0.980703064,29.2,0.925468548,33,0.007719843,0.469438258,0.813051559,0.239126482,0.311594203,1.435603027,0.002182976,0.281173779,0.396670766,0.948800543,0.165458534,6.778300902,0.43493464,1.120058951,78.2,12.2,0.354343067,27.24287302,0.515005795,1.215410339,0.824761905,0.124336962,3.535995368,171.6,1.198534302,57.4,1.728539834,83,0.286972365,0.530158605,1.053252631,0.589439774,0.488098814,1.777925747,0.304097754,15.48826854,0.513961097,0.996958811,0.424700812,11.75460449,0.51047619,1.553976368,TRUE
2020-Wisconsin @ Northwestern,249238,2020-11-21T20:30:00.000Z,-7,7,-110,-110,2020-11-15T20:24:43.901Z,final,regular,2020,TRUE,TRUE,Wisconsin,Big Ten,Northwestern,Big Ten,West,Ryan Field,FALSE,Evanston,IL,7,17,West,,,12,,,,,,,,72.6,12.6,0.196055648,14.64986892,0.419202852,1.211976929,0.567186147,0.215072656,2.520578838,123,0.919705764,44.4,1.186219779,57.2,0.074609386,0.423728007,1.065018133,0.48125392,0.393271222,1.727725346,0.036478652,3.166915623,0.367955107,0.965063143,0.39465916,11.53024174,0.492678063,1.502230991,70.6,12.8,-0.050107964,-3.104303895,0.341108294,1.107508067,0.625555556,0.305266716,2.339697917,62.8,1.059196551,28.6,0.880386424,24.2,-0.10279869,0.393719721,0.941643265,0.021945464,0.237285714,1.43684912,-0.063219569,0.386831786,0.320013894,0.990278465,-0.08223179,-3.352190459,0.337895902,1.111506125,71,12.2,0.257554817,18.44814057,0.479835987,1.202323812,0.647222222,0.196527192,3.135649944,135.4,1.165785794,50.6,1.66545061,70.6,0.218922073,0.517728867,1.103960673,0.366757006,0.376023392,1.556838303,0.188462603,8.29455025,0.505130966,0.916564055,0.382540789,10.15359032,0.445536734,1.69495087,55.2,12.2,-0.045959152,-0.989364135,0.329948164,1.236984618,0.336666667,0.252121212,2.203853535,60.6,0.914307359,25.2,0.937821068,23.6,-0.135872704,0.37238087,1.041773062,0.08083675,0.240939921,1.716989486,-0.181893231,-3.192028273,0.297489178,1.014241878,0.070167193,2.530342029,0.348441502,1.421914336,FALSE
2020-Iowa @ Penn State,249240,2020-11-21T20:30:00.000Z,1.5,-1.5,-110,-110,2020-11-15T19:35:51.192Z,final,regular,2020,TRUE,FALSE,Iowa,Big Ten,Penn State,Big Ten,East,Beaver Stadium,FALSE,University Park,PA,41,21,West,,,12,,,,,,,,80,12.4,0.24170516,18.61136931,0.448887047,1.296308628,0.658333333,0.171160386,3.259804312,137,1.201771096,49.6,1.353896232,60.4,0.148617737,0.456450782,1.068305192,0.369230551,0.406429681,1.778316993,0.133774929,7.732368362,0.434253982,0.856405326,0.291884677,10.49163048,0.436399051,1.583310637,70.2,13,0.198305738,14.65452015,0.413399857,1.362150056,0.76,0.168072513,2.479320966,83.6,0.864320038,29.2,1.011918413,36.6,0.059100693,0.458373298,0.972313018,0.440565009,0.326071429,2.313552497,0.06972439,2.708773693,0.403489523,0.986214706,0.341705501,11.2151896,0.418127792,1.756110907,66.2,12,0.209233085,12.96239135,0.469686021,1.125321264,0.87,0.182237077,3.127967914,104.2,1.226862745,39.4,1.300178253,45.6,0.140587096,0.518483302,0.92466751,0.349490473,0.353689223,1.788784697,0.29684931,10.01575478,0.519385027,1.05510272,0.125213642,2.946636571,0.424087481,1.220916879,72,12.8,0.046070573,3.478995135,0.403991086,0.897304185,0.636666667,0.185604618,2.63934834,85.8,0.733215007,21,0.432034632,13,-0.031272632,0.429170068,0.811792185,0.214782709,0.355487266,1.244559658,0.025327106,1.157054543,0.409437229,0.748200203,0.116628558,3.805902957,0.417504273,1.131108689,TRUE
2020-UCLA @ Oregon,249625,2020-11-21T05:00:00.000Z,14,-14,-110,-110,2020-11-16T11:23:11.897Z,final,regular,2020,TRUE,FALSE,UCLA,Pac 12,Oregon,Pac 12,North,Autzen Stadium,FALSE,Eugene,OR,35,38,South,,,12,,,,,,,,63.4,12,0.27490812,18.2214117,0.475010396,1.213881133,0.653333333,0.173344988,3.082642191,110.6,1.378444888,50,2.265645466,81.6,0.289437369,0.5365458,1.140724972,0.275036403,0.318681319,1.656849906,0.248552378,9.490763902,0.474350094,1.114225531,0.321237582,9.154669874,0.462410744,1.459812557,66,12.2,0.140179466,8.962127831,0.387390756,1.238328728,0.541111111,0.237664865,2.66885937,82,0.879986585,26.4,1.310308256,39.2,0.149670961,0.468162393,1.157584508,0.103617018,0.221129212,1.634640488,-0.004680094,0.02620293,0.378330209,0.958166966,0.255365037,8.728484021,0.389092736,1.484069024,72,14,0.171646101,12.50075468,0.394345982,1.473082346,0.572857143,0.227967171,2.378813131,75.8,1.224179293,38,1.234659091,33.6,0.054430625,0.426312594,1.140269953,0.331570229,0.33396684,2.163664427,0.057013356,1.295780398,0.396717172,1.170958278,0.262599833,10.89150187,0.3797087,1.892293222,76.2,13.8,0.446168708,32.74230488,0.51516234,1.40826525,0.703333333,0.182047205,3.23215553,115.8,1.370195503,46.8,1.558686107,47,0.317698692,0.545138985,1.113120678,0.76136785,0.436401099,2.258167508,0.267843168,7.603970242,0.518927471,0.945587296,0.702619585,25.1830394,0.534573152,1.972108914,TRUE
2020-California @ Oregon State,249628,2020-11-21T20:30:00.000Z,-6,6,-110,-110,2020-11-15T20:02:13.209Z,final,regular,2020,TRUE,TRUE,California,Pac 12,Oregon State,Pac 12,North,Reser Stadium,FALSE,Corvallis,OR,27,31,North,,,12,,,,,,,,65.2,12,0.058236817,6.199200378,0.398314189,1.074628502,0.780952381,0.22107684,2.639648269,74.6,1.011237374,28,0.9940386,28.4,0.06726262,0.477781278,0.942052401,0.013660798,0.203410332,1.46860986,0.060731995,2.662809237,0.421320346,0.971941334,0.042079574,3.330987633,0.364982264,1.105045556,72.4,12.6,0.305395381,21.26466444,0.51337592,1.205844023,0.85,0.187666052,2.922760588,108.6,1.190504302,45.4,1.889838477,69.6,0.181860479,0.556936341,0.955015094,0.613971188,0.394929689,2.17843268,0.265425394,9.75530001,0.514206616,1.027518411,0.312039126,11.11877141,0.490215818,1.287876511,64.2,11.4,0.231740042,15.04159692,0.453954768,1.262897851,0.785,0.178978864,3.029755241,96,1.246908582,39.6,1.397537561,44.8,0.119552369,0.475500187,1.017765589,0.477312993,0.415044966,1.808882405,0.197295977,6.208347515,0.489055683,0.983828613,0.289640297,8.597942051,0.42744274,1.611981842,71.8,11.2,0.132688795,8.754529048,0.422226644,1.228320459,0.709523809,0.148968254,2.519087301,64.8,0.659126984,17,0.43452381,12.4,-0.015031006,0.444237109,0.968341994,0.451852774,0.372884391,1.856064903,-0.069609728,-0.398854946,0.34547619,0.931982136,0.236076077,9.585141373,0.439808304,1.484790163,FALSE
2020-San Diego State @ Nevada,249634,2020-11-21T20:30:00.000Z,-2.5,2.5,-110,-110,2020-11-15T20:02:13.845Z,final,regular,2020,TRUE,TRUE,San Diego State,Mountain West,Nevada,Mountain West,West,Mackay Stadium,FALSE,Reno,NV,21,26,West,,,12,,,,,,,,67.8,12,0.327208368,21.74284001,0.466843456,1.416722321,0.686666667,0.300779221,2.581698268,53.2,1.124155844,24.2,1.703549784,38.4,0.236778441,0.508872249,1.201013414,0.519948766,0.370901562,2.101387683,0.190593409,3.752069974,0.468727273,1.040482813,0.417590309,18.40709763,0.46931566,1.633939054,68.2,12,0.106472253,7.478226543,0.390636583,1.079676908,0.734285714,0.171663681,3.203154389,111,1.111298328,39.6,0.822370876,32.2,0.141246904,0.48189507,0.978310657,0.045207879,0.197894632,1.750046275,0.099625207,3.982276004,0.433083296,0.803416681,0.12017587,3.495950538,0.357433155,1.408110478,73.4,13.2,0.187715034,14.23767281,0.429187823,1.374806658,0.687857143,0.264584684,2.540432971,118.8,1.213444918,57,2.341162545,112.6,0.165956357,0.476284067,1.209706851,0.209563518,0.316679399,2.054397761,0.186249815,9.149324523,0.440656433,1.29345271,0.120948691,4.893789843,0.398532717,1.406526404,61.8,13,-0.035825198,-2.395696692,0.313328776,1.218699136,0.36,0.24246264,2.271955313,61.4,0.946442908,26.4,1.208627944,31.2,-0.17121949,0.332346041,1.058616046,0.221486559,0.273695324,1.668511072,0.046837114,1.42441907,0.305905112,1.549938488,-0.094515342,-3.800313731,0.315864674,1.079890236,FALSE
2020-Kansas State @ Iowa State,247125,2020-11-21T21:00:00.000Z,7.5,-7.5,-110,-110,2020-11-15T20:24:44.986Z,final,regular,2020,TRUE,TRUE,Kansas State,Big 12,Iowa State,Big 12,,Jack Trice Stadium,FALSE,Ames,IA,0,45,,,,12,,,,,,,,68.6,12.2,0.266573932,18.46591031,0.487885391,1.156687546,0.815,0.178192253,3.261082462,114.8,1.223165949,43.2,2.039564118,68.6,0.310601689,0.550337181,1.110060336,0.192645264,0.333712121,1.574054779,0.237520739,8.030422537,0.488296782,1.001026252,0.318472544,10.43548778,0.506306306,1.334372221,66,12.2,0.1015841,7.139146064,0.384818841,1.32734126,0.793333333,0.270326542,2.48605286,77,0.844156779,27.2,0.596492691,23.8,-0.057463919,0.418788336,1.009474964,0.373995836,0.307142857,2.136086654,-0.052674785,-0.874366935,0.326210981,0.972939796,0.239157916,8.013512999,0.438754289,1.564994014,61,12.2,0.106646856,6.866836706,0.398040311,1.144803042,0.679523809,0.25095654,2.617886693,91.6,0.961890432,34,1.297062924,48,0.091682702,0.463443649,0.976639696,0.130497623,0.27323764,1.687724935,0.034419934,1.882552386,0.392010929,0.935845213,0.216987739,4.984284322,0.392407143,1.491673051,75,12.6,0.08470956,6.902170235,0.384017502,1.12522982,0.716666667,0.197701486,2.90332276,103.6,1.040498527,37.4,1.453029561,53,0.030132498,0.419698682,0.97161728,0.164735412,0.304008572,1.333812991,0.136768814,4.568363742,0.389701396,1.191552825,0.061716549,2.333806497,0.392418605,1.03900318,FALSE
2020-Virginia Tech @ Pittsburgh,247127,2020-11-21T21:00:00.000Z,-2,2,-110,-110,2020-11-15T19:47:30.100Z,final,regular,2020,TRUE,TRUE,Virginia Tech,ACC,Pittsburgh,ACC,Coastal,Heinz Field,FALSE,Pittsburgh,PA,14,47,Coastal,,,12,,,,,,,,71,13.2,0.053623036,5.076478664,0.361573074,1.117361143,0.380952381,0.372909752,1.775919077,58.2,0.951896633,28,0.44137822,13.4,-0.086242376,0.389979298,0.812843537,0.254104058,0.292544824,1.654593472,-0.07441374,-1.512744672,0.332535167,1.01941037,0.201446535,7.9298013,0.36930627,1.443048612,76.4,13.4,0.138655943,10.70836097,0.387728477,1.298140176,0.786666667,0.265246449,2.07023183,71.2,0.800584795,27.2,0.836507936,25.4,-0.053801814,0.410602215,0.962990993,0.4345318,0.348317173,1.869739445,-0.003661874,-1.058904541,0.36991437,0.816831322,0.318449682,11.76726551,0.409272901,1.681777447,64.6,11,0.305558552,18.68318704,0.519842215,1.158290821,0.764285714,0.189711982,3.305235791,128.6,1.650864055,64.4,2.263517665,88.2,0.335239767,0.597591731,1.038657092,0.198799003,0.294699301,1.842033824,0.28259775,11.17816672,0.543582949,0.981364209,0.378508998,7.505020315,0.503805454,1.416721083,73.8,11.4,0.253130131,18.34870699,0.459647955,1.277643993,0.66,0.228734671,2.928569438,110.6,1.24637283,46.6,1.469861841,48.6,0.107213076,0.51220684,0.948095907,0.489980376,0.33636578,2.07251182,0.167691567,6.408098836,0.459402373,1.109329883,0.320068934,11.94060815,0.465085345,1.384284049,FALSE
2020-Kentucky @ Alabama,248328,2020-11-21T21:00:00.000Z,29.5,-29.5,-110,-110,2020-11-15T20:24:45.947Z,final,regular,2020,TRUE,FALSE,Kentucky,SEC,Alabama,SEC,West,Bryant-Denny Stadium,FALSE,Tuscaloosa,AL,3,63,East,,,12,,,,,,,,69.2,12,0.471900072,32.06468483,0.574926,1.290169468,0.726190476,0.136850312,3.370747401,120,1.291372141,46.2,1.136091476,41.2,0.304597663,0.587818249,1.00180496,1.201274486,0.551141505,2.566240917,0.260654808,9.363936254,0.552162162,0.893265589,0.686720104,22.70074858,0.598164976,1.691105948,71.2,12.4,0.09186276,7.970078719,0.38912582,1.188137667,0.593333333,0.203358983,2.862769546,95.4,1.096939817,35.6,0.78064998,29.2,0.024214821,0.414360097,1.035436531,0.2373919,0.342881988,1.575792539,0.107768752,5.155578119,0.387664588,1.09021458,0.122611562,2.8145006,0.405269748,1.348318645,52.8,9.8,0.170446975,9.176068827,0.427887668,0.978240727,0.926666667,0.122523555,3.268023937,105.6,1.11254138,35.2,1.797173415,55.2,0.218421912,0.537206349,0.891575388,0.084683846,0.174574314,1.762159947,0.241986925,7.576095169,0.506429845,0.898714918,0.122659643,2.068464426,0.312657646,1.608748344,75.8,10.6,0.013069486,1.18760629,0.454313688,0.794016183,0.723174603,0.159591457,2.881819008,127.2,0.823658296,34.8,0.514381772,22,-0.064032698,0.506816608,0.5991148,0.244695696,0.322499505,1.882897554,0.04171335,3.497003355,0.470522641,0.725621653,-0.024355117,-2.309397064,0.433973374,1.045758479,FALSE
2020-Abilene Christian @ Virginia,248901,2020-11-21T21:00:00.000Z,35.5,-35.5,-110,-110,2020-11-15T20:43:47.600Z,final,regular,2020,FALSE,FALSE,Abilene Christian,Southland,Virginia,ACC,Coastal,Scott Stadium,FALSE,Charlottesville,VA,15,55,,,,12,,,,,,,,75.2,13.2,0.234826472,17.2855338,0.452805828,1.193297263,0.9,0.100308249,3.616624448,140.4,1.373513514,52.6,1.217056615,48.2,0.250510157,0.51638576,1.108515079,0.165809487,0.281051948,1.633990232,0.294948795,11.56268488,0.521186186,0.964010584,0.198725681,5.722848919,0.382130776,1.617593166,70,13,0.230882803,15.20309179,0.412932399,1.469192054,0.797777778,0.226880252,2.121344888,67.6,0.659555322,21.8,0.892636555,31.4,0.160458825,0.466072426,1.11321162,0.372337662,0.306504723,2.469815142,-0.065308844,-1.968319621,0.342633053,0.751235192,0.485942211,17.17141141,0.468681182,1.909521082,64.75,12.25,0.129586738,8.385527172,0.376212517,1.426462116,0.791666667,0.205835831,2.523593074,71.25,0.965742591,26.75,1.303737929,36.25,0.152995264,0.454589781,1.283746053,0.086467132,0.238471673,2.052791681,-0.010586376,0.398738426,0.354229105,0.994739936,0.220583072,7.744774761,0.387404052,1.688604894,68,12,0.329720897,22.94203807,0.487489813,1.27622216,0.708333333,0.161629331,3.485124057,147,1.554916835,64.5,2.09132393,94,0.355503245,0.549745789,1.160589902,0.237225772,0.310446906,1.717187032,0.316023429,14.82214084,0.505373158,1.147749634,0.19684762,8.613330056,0.381978908,1.580563783,FALSE
2020-Tennessee @ Auburn,248330,2020-11-22T00:00:00.000Z,11.5,-11.5,-110,-110,2020-11-15T20:24:46.610Z,final,regular,2020,TRUE,FALSE,Tennessee,SEC,Auburn,SEC,West,Jordan-Hare Stadium,FALSE,Auburn,AL,17,30,East,,,12,,,,,,,,72.4,11,0.227229482,16.83590777,0.455903412,1.194497731,0.853968254,0.140568846,3.40966135,124.6,1.534736842,56.8,1.035183413,39.8,0.161445839,0.49954176,1.008757878,0.358053716,0.352628205,1.739402415,0.268393403,10.12356536,0.506353004,0.992685356,0.237138817,6.712342413,0.419527473,1.462702424,72.8,11.4,0.189509781,13.85650942,0.460364307,1.110235607,0.73,0.141837235,2.849797223,117,0.848057682,37,0.86811655,40.8,0.10358237,0.495413729,0.911326599,0.395676221,0.365079365,1.850153574,0.026911206,2.922989517,0.414091358,0.75954583,0.325496368,10.9335199,0.505402975,1.332865095,67.2,11.4,0.053220472,3.850454432,0.391066348,1.035149154,0.595079365,0.186084234,2.926707774,120.4,0.948269202,37.6,0.392836009,16,-0.005217397,0.433642255,0.830437848,0.174132071,0.282476082,1.905452002,0.096450637,4.82609761,0.385800975,0.99813905,-0.050785965,-0.975643178,0.377975155,1.077979382,68.2,11,0.222949409,15.70247441,0.485654957,1.076978595,0.751190476,0.193086268,2.783312127,115.4,0.983785734,41,0.881617332,37.4,0.216361464,0.521730715,0.976300265,0.263591772,0.372652844,1.577226822,0.105663765,4.238910843,0.474107874,0.801415829,0.424055007,11.46356356,0.50417154,1.512149444,FALSE
